raw_comp_writers_text,CLEAN_TEXT
Juan Bautista Leonardo,Juan Bautista Leonardo
"D’Banj,Wande Coal",D’Banj/Wande Coal
"<Unknown>/Blac, Scoota",Blac/Scoota
Greg Phillips/Jesse Robinson/Kishaun Bailey,Greg Phillips/Jesse Robinson/Kishaun Bailey
"Chris Martin,Guy Berryman,Jonny Buckland,Will Champion,Seum Dero,Marin Hoxha",Chris Martin/Guy Berryman/Jonny Buckland/Will Champion/Seum Dero/Marin Hoxha
Pete Townshend,
DJ YASBI RIMEX/Copyright Control,
Marc VanDeKeere,Marc VanDeKeere
Appu & Traditional,Appu/Traditional
Nam Je Hoon/Kim Yoon Myung/JUNIK,Nam Je Hoon/Kim Yoon Myung/JUNIK
Swede/Lee Hunter/Marvin Flowberg/Ulterium Records/Mike Cameron Force,Swede/Lee Hunter/Marvin Flowberg/Ulterium Records/Mike Cameron Force
D. Sardy/Andy Bews/Colin Doran/Andy Gilmour/Paul Townsend/Lawrence Hibbitt,Andy Bews/Colin Doran/Andy Gilmour/Paul Townsend/Lawrence Hibbitt
Stella Jang/Grizzly,Stella Jang/Grizzly
Jean-Philippe Rameau,Jean-Philippe Rameau
Mad Solutions LLC / Songtrust/Paul Nonso Okoye t/as Rudeboy/Christopher Anthony Eko t/as Chrisstrings,Paul Nonso Okoye t/as Rudeboy/Christopher Anthony Eko t/as Chrisstrings
Joe Palmer,Joe Palmer
Joseph Kosma/Johnny Mercer/Jacques Prévert,Joseph Kosma/Johnny Mercer/Jacques Prévert
Victor Hobbs & Alexander Couret,Victor Hobbs/Alexander Couret
A SPRUDZS VALTERS/AR EIHVALDS UGIS/AR LACIS JANIS/AR SPRUDZS VALTERS/AR ZVIEDRIS ATIS/C SPRUDZS VALTERS/PA FLAME & THE ROLLTONES,
Daryl Hall/Sara Allen/John Oates,Daryl Hall/Sara Allen/John Oates
Rubén Hidalgo,Rubén Hidalgo
Giovanni Pacini,Giovanni Pacini
Randle whisler,Randle whisler
DEREK MURPHY/MARCUS ALBALADEJO/MARIO ALFREDO COLLAZO/UNAFFILIATED WRITER #3,
Dario Engels,Dario Engels
Luigi Denza/田中星児,Luigi Denza
"<Unknown>/Robinson, Christopher CODY",Robinson/Christopher CODY
"SMKEXCLSV,YNW Melly",SMKEXCLSV/YNW Melly
Ennio Morricone,Ennio Morricone
A GEORGE STEFAN/C SCHOENBERG ARNOLD/PA COPYRIGHT UNTIL END 2015,
Кирилл Игоревич Незборецкий,
CA BURTON CATHY LOUISE/CA GERASIMOV KONSTANTIN/CA NITZAN RAZ/PA COSTA & CATHY BURTON,BURTON/THY/LOUISE/GERASIMOV/KONSTANTIN/NITZAN/RAZ/PA/COSTA/&/THY/BURTON
"<Unknown>/Harris, David/Qualls, David",Harris/David/Qualls/David
BRYAN (NM)KONG/BRYCE (NM)ZIALCITA/ISA (NM)GARCIA/SARAH (NM)MARCO/SIOPAO (NM)CHUA,
Chevyano/Marvelous Jay,Chevyano/Marvelous Jay
Angel Yerai Ramirez Rodriguez,Angel Yerai Ramirez Rodriguez
Patrik Jarlestam,Patrik Jarlestam
SANCHEZ CUCO,SANCHEZ CUCO
Raju Punjabi/Vikas Gaana Bajana,Raju Punjabi/Vikas Gaana Bajana
Derek T. Triplett,Derek T. Triplett
Kingsley O.,Kingsley O.
Sion Thomas,Sion Thomas
Thomas Joseph Terry/Bryan L. Winchester/Courtland Urbano/Jason Emmanuel Petty,Thomas Joseph Terry/Bryan L. Winchester/Courtland Urbano/Jason Emmanuel Petty
Slank,Slank
Adam Williams-Walters,Adam Williams-Walters
Kameron Michael Fair,Kameron Michael Fair
Simon Neale,Simon Neale
Tyler Joseph,Tyler Joseph
Arnold Schönberg/Hermann von Lingg,Arnold Schönberg/Hermann von Lingg
Ritchie Blackmore/Candice Night,Ritchie Blackmore/Candice Night
Davydenko Dmitry/Zhelnov Sergey Vladimirovich/Egor Bashkov,
Angelo Luis S del Carmen,Angelo Luis S del Carmen
"Robert Villanueva,Austin Mahone",Robert Villanueva/Austin Mahone
"PARTYNEXTDOOR,DJ Candlestick,OG Ron C",PARTYNEXTDOOR/DJ Candlestick/OG Ron C
Samir Sadaoui,Samir Sadaoui
Begena,Begena
"Danny Berrios,Dylan Conrique,Sarah Emily Berrios",Danny Berrios/Dylan Conrique/Sarah Emily Berrios
Andrey Babaev & İslam Seferli,Andrey Babaev/ İslam Seferli
강우경/박현암,
John Jenkins,John Jenkins
Harvey Christo/Steven Wirawan/Juan Mandagie,Harvey Christo/Steven Wirawan/Juan Mandagie
Sinne Eeg,Sinne Eeg
Nicola Francesco Haym/George Frideric Handel,Nicola Francesco Haym/George Frideric Handel
TENAGLIA DANIEL,TENAGLIA DANIEL
Bjørn Torske/Ole Mjøs/Rune Lindbæk,Bjørn Torske/Ole Mjøs/Rune Lindbæk
Stanislaw Soyka/William Shakespeare,Stanislaw Soyka/William Shakespeare
Gurmeet Singh & Happy Raikoti,Gurmeet Singh/Happy Raikoti
Rados&#322;aw Merta,Rados&#322;aw Merta
Hustinder,Hustinder
Bo Peep,Bo Peep
Mani Bhawanigarh,Mani Bhawanigarh
Surapun Chanwichananun,Surapun Chanwichananun
卯花ロク (Ukaroku),Ukaroku
Ian Vanek,Ian Vanek
Philip Strand/Yaroslav Polikarpov/Victoria Alkin/Aino Jawo/Caroline Hjelt/Emelie Eriksson/Louice Leveau,Philip Strand/Yaroslav Polikarpov/Victoria Alkin/Aino Jawo/Caroline Hjelt/Emelie Eriksson/Louice Leveau
"Filipe Ret,MC Cabelinho,MC Maneirinho,Ian Girão",Filipe Ret/MC Cabelinho/MC Maneirinho/Ian Girão
Nimesh S. Patel,Nimesh S. Patel
"Javiielo,Anubiis,Nekxum",Javiielo/Anubiis/Nekxum
Jean-Paul Genré,Jean-Paul Genré
Chico Amaral/Samuel Rosa,Chico Amaral/Samuel Rosa
William Lincoln Knauer/Jonathan Hase James/Philip Abram Dickey,William Lincoln Knauer/Jonathan Hase James/Philip Abram Dickey
"Aloy,Josias (NLD),Young T (Producer),24Heavy,YTB Trench,Future,Young Thug,Unfoonk",Aloy/Josias (NLD)/Young T (Producer)/24Heavy/YTB Trench/Future/Young Thug/Unfoonk
KiSondrea Bradford,KiSondrea Bradford
Max Raabe/Achim Hagemann/Johannes Ernst,Max Raabe/Achim Hagemann/Johannes Ernst
David Clewett/Savan Kotecha/Ivar Lisinski,David Clewett/Savan Kotecha/Ivar Lisinski
Stephan Haeri/Charles Dumont/Télépopmusik/Angela McCluskey/Christophe Hetier,Stephan Haeri/Charles Dumont/Télépopmusik/Angela McCluskey/Christophe Hetier
Adjustor BG18,Adjustor BG18
Jon Maguire/Corey Sanders/Calum Scott,Jon Maguire/Corey Sanders/Calum Scott
Squirt Kelly,Squirt Kelly
Desmond Drummond,Desmond Drummond
CA CLAESSEN BART J H/PA COPYRIGHT CONTROL,CLAESSEN BART J H
Disharmonic Orchestra,Disharmonic Orchestra
樫田レオ/PMMK,PMMK
梶浦由記,
E. Harris,E. Harris
"AViVA,Jacob Skinkle",AViVA/Jacob Skinkle
"Karanvir Singh, Simar Panag & Kulvir Singh Hans",Karanvir Singh/Simar Panag/Kulvir Singh Hans
"<Unknown>/Livingston, Damion Dwayne",Livingston/Damion Dwayne
Bryan Merasty,Bryan Merasty
巫啟賢,
Andy Quin,Andy Quin
Felix Mendelssohn-Bartholdy,Felix Mendelssohn-Bartholdy
Lee SooHyun,Lee SooHyun
Cruz de Jesús/Copyright Control,Cruz de Jesús
Anthony McGhee,
Synthwave Goose,Synthwave Goose
"Sdot Go,Jay Hound",Sdot Go/Jay Hound
Ezequiel Espino/Paul Gam,Ezequiel Espino/Paul Gam
Ngân Giang/Anh Bằng,Ngân Giang/Anh Bằng
Ngô Thụy Miên,
Kenneth Manns,Kenneth Manns
Javier Varela,Javier Varela
六ツ見純代/菊田大介,
William P. MacKay & John J. Husband,William P. MacKay/John J. Husband
Natalia Germanou,Natalia Germanou
Anne‐Marie/Nat Dunn/Marshmello,Anne‐Marie/Nat Dunn/Marshmello
Majzoub Tabrizi,Majzoub Tabrizi
Dotan Harpenau/Neil Ormandy/Martin Wave,Dotan Harpenau/Neil Ormandy/Martin Wave
Andrew Lloyd Webber/Tim Rice,Andrew Lloyd Webber/Tim Rice
Shinpei Nakayama/Ujyo Noguchi,Shinpei Nakayama/Ujyo Noguchi
Noreiga Jonathan,Noreiga Jonathan
"<Unknown>/Jimenez, Andrea",Jimenez/Andrea
Mark Hockings/Richard Silverthorn/Neil Taylor,Mark Hockings/Richard Silverthorn/Neil Taylor
Derecho Del Autor Reservado & Rodolfo Olivares,
Juan Gaytan,Juan Gaytan
Ty Nitty/The Alchemist/Big Twins/G.O.D. Pt. III/Chinky,
Delete,
Werner Tautz,Werner Tautz
ICONIX,ICONIX
Toivo Kärki,Toivo Kärki
"Josh Best, Patrick Blackie, Glenn Arseneau, Dave Mackenzie, Kellan Menhennett & Peter Arseneau",Josh Best/Patrick Blackie/Glenn Arseneau/Dave Mackenzie/Kellan Menhennett/Peter Arseneau
A LEUNG BENJAMIN/C BERMUDEZ JENNIFER RENE/PA RENE SOMNA & JENNIFER,A/LEUNG/BENJAMIN/C/BERMUDEZ/JENNIFER/RENE/RENE/SOMNA/&/JENNIFER
Steven Jackson & Ceasare Willis,Steven Jackson/Ceasare Willis
Greta Carroll/Mikhail Makarenko/Kaja Chomiczuk/Andrew Christopher Hillock,Greta Carroll/Mikhail Makarenko/Kaja Chomiczuk/Andrew Christopher Hillock
小蟲,
Michael David/Tyler Blake,Michael David/Tyler Blake
SatKirin & Thomas,SatKirin & Thomas
CA BRUCE JOSH DWIGHT/CA ELIZA PAIGE/CA HAYWARD CRAIG IAN/PA BRU-C FEAT. PAIGE ELIZA & SHAPES,BRUCE/JOSH/DWIGHT/ELIZA/PAIGE/HAYWARD/CRAIG/IAN/PA/BRU-C/FEAT./PAIGE/ELIZA/&/SHAPES
"<Unknown>/Barett, Mahmoud",Barett/Mahmoud
Camille Saint‐Saëns,
Hasan & Husan Holboevlar,Hasan & Husan Holboevlar
Nguyễn Nhất Huy,Nguyễn Nhất Huy
Mario Marchetti/유영진/Sophie Curtis/Adam McInnis,Mario Marchetti/Sophie Curtis/Adam McInnis
Mozart,Mozart
Raymond Watts,Raymond Watts
Torbjörn Wassenius/Jonas Liberg/Johan Sahlén/Claes Andreasson/Britt Viberg/Vibeke Dueholm,Torbjörn Wassenius/Jonas Liberg/Johan Sahlén/Claes Andreasson/Britt Viberg/Vibeke Dueholm
datahead,datahead
Orlando di Lasso,Orlando di Lasso
Lil Raider,Lil Raider
C.Bringtown,C.Bringtown
Gérard Manset,Gérard Manset
Jaisin Patel,Jaisin Patel
Vincent Cannady/Tyler Harrison Mead/J. Hart,Vincent Cannady/Tyler Harrison Mead/J. Hart
Sybersound/Finneas O'Connell/Billie Eilish O'Connell,
Paul Epworth/J.A.C. Redford/Adele,Paul Epworth/J.A.C. Redford/Adele
Mauricio Carlakoski,Mauricio Carlakoski
Hoàng Hoa/Thảo Trang,
Kieran Connolly,Kieran Connolly
DEFRA/Isaac Rojas/Pablo Benjamin Betancourth Franco,DEFRA/Isaac Rojas/Pablo Benjamin Betancourth Franco
El Fara Ps,El Fara Ps
Christina Kostopoulos,Christina Kostopoulos
ALFRED LLOYD CAMPBELL,ALFRED LLOYD CAMPBELL
Glenn Danzig,
Kony/Pikers/Aetherboy1/Piotr Olbert/Marcin Kosiorek/Piotr Rutkowski/Rafał Ostrowski/Daniel Wójtowicz/Łukasz Bułat-Mironowicz,Kony/Pikers/Aetherboy1/Piotr Olbert/Marcin Kosiorek/Piotr Rutkowski/Rafał Ostrowski/Daniel Wójtowicz/Łukasz Bułat-Mironowicz
"<Unknown>/Antoine, Katoto Luhembe",Antoine/Katoto Luhembe
Anibal Tejeda,Anibal Tejeda
devyn michael walker,devyn michael walker
Dubose Heyward/George Gershwin/Traditional/Ira Gershwin/N/A - See Medley Segments,Dubose Heyward/George Gershwin/Traditional/Ira Gershwin/A - See Medley Segments
Roland Binder,Roland Binder
Vileta Parra/Violeta Parra,Violeta Parra
Terpomo11/Nagi/AetherStar,Terpomo11/Nagi/AetherStar
X-Zone Music/Youth Friends Of Jesus & Deacon Vincent,Youth Friends Of Jesus/Deacon Vincent
John Reis,John Reis
Capitán Chinaco,Capitán Chinaco
Wayne Henderson/A.L.S. & C. McCrary,Wayne Henderson/A.L.S/C. McCrary
David San Andrés Fernández/Diego Muñoz Fajardo,David San Andrés Fernández/Diego Muñoz Fajardo
Giovanni Pierluigi da Palestrina,Giovanni Pierluigi da Palestrina
"<Unknown>/Lopez, Joel",Lopez/Joel
Lonnie rainey,Lonnie rainey
Rodrigo Vieira/Marcos Carnaval,Rodrigo Vieira/Marcos Carnaval
Robert Hunter/Jerry Garcia,Robert Hunter/Jerry Garcia
"Grant McDowall,Will Heggie,Stuart Everest,Craig Lorentson",Grant McDowall/Will Heggie/Stuart Everest/Craig Lorentson
Rodney Mashundure,Rodney Mashundure
Pizko MC,Pizko MC
Yasunori Mitsuda,Yasunori Mitsuda
"Anne-Sophie Versnaeyen, Nicolas Bedos",Anne-Sophie Versnaeyen  Nicolas Bedos
Mark Kelly/Steve Hogarth/Ian Mosley/Pete Trewavas/Steve Rothery,Mark Kelly/Steve Hogarth/Ian Mosley/Pete Trewavas/Steve Rothery
Ernesto E. Perez/Humberto Eugene Diaz/Michael Alexis Castro/Monte Hess/William Dwight McKelvy,
Huw Gower/Rod Goodway/Adrian Shaw,Huw Gower/Rod Goodway/Adrian Shaw
"Zelski, Hendelberg, Keane, Wright, Woolley, & Pridgen",Zelski/Hendelberg/Keane/Wright/Woolley/& Pridgen
Antonio Tamarki Baldwin,Antonio Tamarki Baldwin
伊藤和馬/森本練,
Laurent Coulondre,Laurent Coulondre
Jay Winborn/Nifa Spraggins/Marc Pomeroy,Jay Winborn/Nifa Spraggins/Marc Pomeroy
土屋憲一,
Tewodros Tadesse,
Tommy Ill,Tommy Ill
Mark Reilly/Mark Fisher,Mark Reilly/Mark Fisher
Malola Kannan & J.Bhakthavatsalam,Malola Kannan/J.Bhakthavatsalam
Romero Osby,Romero Osby
Lilli Lewis,Lilli Lewis
Alejandro “Kid Fresco” Jimenez/Maria Gracia Córdova/Javier “Noreh” Triviño/Giovanny Fernández/Gustavo “Mangus” Ovalles/Jorge Nehme,Alejandro “Kid Fresco” Jimenez/Maria Gracia Córdova/Javier “Noreh” Triviño/Giovanny Fernández/Gustavo “Mangus” Ovalles/Jorge Nehme
"Rob Knox,Brandyn Burnette,Molly Moore,Jesse McCartney",Rob Knox/Brandyn Burnette/Molly Moore/Jesse McCartney
Yamil Rezc,Yamil Rezc
Jaidev Kumar/Kumaar,
James Womack,James Womack
EFFY/Shunryu,EFFY/Shunryu
GLUCK  CHRISTOPH WILLIBALD/LEON  CRAIG,GLUCK  CHRISTOPH WILLIBALD/LEON  CRAIG
Adella/Catherine Steinberg,Adella/Catherine Steinberg
Ibeth Yarely Sosa Corral,Ibeth Yarely Sosa Corral
Desi Crew,Desi Crew
Matt Redman/Jesse Reeves/Jonas Myrin/Chris Tomlin,Matt Redman/Jesse Reeves/Jonas Myrin/Chris Tomlin
Graham Nash/Allan Clarke/Tony Hicks,Graham Nash/Allan Clarke/Tony Hicks
Brown/Mallett/Gibson/JOHNSON,Brown/Mallett/Gibson/JOHNSON
Mira (Critchlow & Morgan),Critchlow/Morgan
D.A.R.,
"Pablo Manuel Martinez, Aldana Canale, Padre Jota, Tomas Romero & Felipe CB",Pablo Manuel Martinez/Aldana Canale/Padre Jota/Tomas Romero/Felipe CB
Reol/ギガP,
卢小娟,
Samuel Backof,Samuel Backof
D. A. R.,D. A. R.
Lynden Williams,Lynden Williams
Ringo Starr,Ringo Starr
Atlus,Atlus
DJ ain/Copyright Control,DJ ain
Will Henry Monk/Henry Francis Lyte,Will Henry Monk/Henry Francis Lyte
Mikhail Makarenko/Kaja Chomiczuk/Andrew Christopher Hillock/Greta Carroll,Mikhail Makarenko/Kaja Chomiczuk/Andrew Christopher Hillock/Greta Carroll
Josh Tapen/Janik Riegert/Niles Hollowel-Dhar/Marc Buhr,Josh Tapen/Janik Riegert/Niles Hollowel-Dhar/Marc Buhr
Annie Lennox/Copyright Control/David Allan Stewart,Annie Lennox/David Allan Stewart
Jordi Sanz Mompó & Joan Sanz Mompó,Jordi Sanz Mompó /Joan Sanz Mompó
"<Unknown>/Vicenti, Paolo Orion",Vicenti/Paolo Orion
CA BUSKER STEFANUS F M STEFAN/PA N-VITRAL FT SOVEREIGN KING & LAST WORD,
Barton Palmer,Barton Palmer
Basistov Semyon,Basistov Semyon
Trewhitt,
Javier Tenenbaum,Javier Tenenbaum
出口たかし,
Srk Sumon Roy & Giasuddin Taheri,Srk Sumon Roy /Giasuddin Taheri
"Jennifer Decilveo,Andra Day",Jennifer Decilveo/Andra Day
Jordi Riba Rivera/Tremendo/Eddy Drammeh/Néstor Gemar García,
Inez Janiak/Mateusz Przybylski,Inez Janiak/Mateusz Przybylski
Vinnie Paz/Buckwild/Celph Titled,Vinnie Paz/Buckwild/Celph Titled
"James Smith (Underoath),Grant Brandell,Spencer Chamberlain,Aaron Gillespie,Christopher Dudley,Timothy McTague",James Smith/Underoath/Grant Brandell/Spencer Chamberlain/Aaron Gillespie/Christopher Dudley/Timothy McTague
Bryan Adams/Jim Vallance/Bob Clearmountain,Bryan Adams/Jim Vallance/Bob Clearmountain
Tetsuya Komuro,Tetsuya Komuro
Erik Ron/Beau Bokan/Jared Warth/Eric Lambert/Joey Sturgis/Matt Traynor/Elliott Gruenberg/Blessthefall/Copyright Control/BLESSTHEFALL LLC - BMI/Touch Down Browns Music,
Keep The Dream Studio,
Michael Cale Parks,Michael Cale Parks
Vadim Nikolaenko,Vadim Nikolaenko
Kevin Savigar/Jim Cregan/Rod Stewart/Gary Grainger/Phil Chen,Kevin Savigar/Jim Cregan/Rod Stewart/Gary Grainger/Phil Chen
camilo joaquin villarruel,camilo joaquin villarruel
Franz Lehár,Franz Lehár
Pandit G/Afjal Miah/Aktar Ahmed/Lord Camacho/Sanjay Tailor/Dr. Das/Steve Chandra Savale,Pandit G/Afjal Miah/Aktar Ahmed/Lord Camacho/Sanjay Tailor/Dr. Das/Steve Chandra Savale
"Sickboyrari,SosMula,ZillaKami",Sickboyrari/SosMula/ZillaKami
Khathadath,Khathadath
Will Gregory/Alison Goldfrapp,Will Gregory/Alison Goldfrapp
Keondre Taylor,Keondre Taylor
Napalm El'Diablo,Napalm El'Diablo
Erik Canales/David Merino Velasco/Roberto Carlos Castrillo Sanchez/Daniel Alcover,Erik Canales/David Merino Velasco/Roberto Carlos Castrillo Sanchez/Daniel Alcover
Hayk Zardaryan & Movses Margaryan,Hayk Zardaryan/Movses Margaryan
Joey Fatts,Joey Fatts
Teófilo Guerrero,Teófilo Guerrero
A. Petrov,A. Petrov
Gus Kahn/Wilbur Schwandt/Fabian André,Gus Kahn/Wilbur Schwandt/Fabian André
Matt Easton/Jeff Arenson,Matt Easton/Jeff Arenson
David McWilliams,David McWilliams
Sefat Ullah Sefuda/Md Ehsanul Habib Onik,Sefat Ullah Sefuda/Md Ehsanul Habib Onik
Vangelis,Vangelis
Nick Hakim/Andrew Sarlo/Jesse and Forever/Michael J Thomas III,Nick Hakim/Andrew Sarlo/Jesse and Forever/Michael J Thomas III
Emile Hoogenhout/Copyright Control/Edition Get Physical / Budde Music,Emile Hoogenhout
Vesa Ranta/Sami Lopakka/Taneli Jarva/Miika Tenkula/Not Documented,Vesa Ranta/Sami Lopakka/Taneli Jarva/Miika Tenkula
Iron Avantgarde Publishing/Brittney Hayes/Scott Buchanan/Andrew Saunders/Grant Truesdell/Nikko Whitworth/Unleash The Archers,Brittney Hayes/Scott Buchanan/Andrew Saunders/Grant Truesdell/Nikko Whitworth/Unleash The Archers
Prabhat Barot & Traditional,Prabhat Barot/Traditional
CA PRYOR RICHARD F,PRYOR RICHARD F
THERESA JONES/UKNOWN WRITER,THERESA JONES
Dmitri Shostakovich,Dmitri Shostakovich
Tyler Halverson,Tyler Halverson
Roderick Story,Roderick Story
Nariaki,Nariaki
WILLIAMS JOHN T,WILLIAMS JOHN T
Graham Parker/Unknown/Copyright Control,Graham Parker
"Beach Season,Rome in Silver",Beach Season/Rome in Silver
Lamb Of God,Lamb Of God
Derek Christopher & Vaxx,Derek Christopher/Vaxx
Bhai Gurmail Singh Ji/DP,Bhai Gurmail Singh Ji
Janir Sanchez/Copyright Control,Janir Sanchez
孫儀/劉家昌,
Duy Khánh,Duy Khánh
INFERNALES RECORD,INFERNALES RECORD
Ali Abdulah,Ali Abdulah
Jon Secada/Miguel A. Morejón,Jon Secada/Miguel A. Morejón
Traditional/Yvan Cassar/Eric Chevalier,Yvan Cassar/Eric Chevalier
Jim Croce,Jim Croce
CA JONKMAN TIM P/CA KAN VAN ERWIN H/PA GRIDKILLER & NOSFERATU,JONKMAN TIM P/KAN VAN ERWIN H/GRIDKILLER/NOSFERATU
Jordan R Todd,Jordan R Todd
Soundmind Artists & Weastwick Music,
"<Unknown>/Jackson, Andy/Jackson, Glenroy/Jackson, Nicola/Jackson, Trevor",
Amaal Mallik/Badshah/Kumaar,Amaal Mallik/Badshah/Kumaar
Ebk Eski,Ebk Eski
Jacopo Ferretti/Gaetano Donizetti,Jacopo Ferretti/Gaetano Donizetti
TAIHEI,TAIHEI
GlockBoy BoBo,GlockBoy BoBo
Nguyễn Ngọc Thiện,Nguyễn Ngọc Thiện
Dave Cobb/Tim Hanseroth/Brandi Carlile/Phil Hanseroth/Thomas Benjamin Cooper,Dave Cobb/Tim Hanseroth/Brandi Carlile/Phil Hanseroth/Thomas Benjamin Cooper
BOOK  DAN STEVEN/GOLDSTEIN  ANDREW MAXWELL/OVERSTREET  CHORD,BOOK  DAN STEVEN/GOLDSTEIN  ANDREW MAXWELL/OVERSTREET  CHORD
Ángel Aníbal,Ángel Aníbal
-/Akira The Don,Akira The Don
Boon wdg & marr osama,Boon wdg/marr osama
Paul Noriega,Paul Noriega
Bob Young/Francis Rossi,Bob Young/Francis Rossi
櫻井敦司/今井寿,
William Byrd,William Byrd
Stephen Roslonek,Stephen Roslonek
Raekwon Bailey,Raekwon Bailey
Jerry Herman,Jerry Herman
Martin Briley/Danny Tate,Martin Briley/Danny Tate
Paramitha Rusady,Paramitha Rusady
David Sitbon/Julien Reichen/Florentin Coquelin/Christoph Grossniklaus,David Sitbon/Julien Reichen/Florentin Coquelin/Christoph Grossniklaus
Jaquae Baker,Jaquae Baker
ボンジュール鈴木,
Prznt,Prznt
Ganjina & Sarban,Ganjina & Sarban
"Rowe (Collier, Lang, Munoz & Ruelas)",
Олег Попков,
ZUN/〜蒼〜,
Dave Audé/Crystal Waters/Neal Brian Conway,Dave Audé/Crystal Waters/Neal Brian Conway
Rauf Mirzaev/Faik Mirzaev,Rauf Mirzaev/Faik Mirzaev
Selwyn Birchwood/Selwyn Birchwood Music,Selwyn Birchwood
Oscar Pearce/Copyright Control/Marlo Hoogstraten,Oscar Pearce/Marlo Hoogstraten
Adam Jameček/Aleksandr Chemeze Odu,Adam Jameček/Aleksandr Chemeze Odu
Denver Dale,Denver Dale
Gary Novak/Carl Walker/Scott Kinsey/Timothy LeFebvre/Timothy Lefebvre,Gary Novak/Carl Walker/Scott Kinsey/Timothy LeFebvre/Timothy Lefebvre
Nikolay Bespalov,Nikolay Bespalov
Deborah Lurie,Deborah Lurie
LOS YANIS DE VILLA DE GPE.,LOS YANIS DE VILLA DE GPE.
Claudio Monteverdi,Claudio Monteverdi
wondemu jira,wondemu jira
Luke Frizon/Tristan Barnes/Nelson Barnes,Luke Frizon/Tristan Barnes/Nelson Barnes
YUMIN/Franken/Heondred,YUMIN/Franken/Heondred
"Exøtix,PSYKIDD,J4M",Exøtix/PSYKIDD/J4M
Sameer/Nadeem-Shravan,Sameer/Nadeem-Shravan
Thomas F Blake,Thomas F Blake
Daniel Vernunft,Daniel Vernunft
Udana Prageeth Jerome Silva,Udana/Prageeth/Jerome/Silva
Kaka Barboza,Kaka Barboza
Deepin(디핀)/Liquor(리쿼)/김박첼라(Kim Park Challa),Deepin/Liquor/Kim Park Challa
"Hampus Wiberg, Joshua Voß, Wiberg & eedion",Hampus Wiberg/Joshua Voß/Wiberg/eedion
ZillaKami,ZillaKami
Mbosso,Mbosso
Piero Ciampi/Gianfranco Reverberi,Piero Ciampi/Gianfranco Reverberi
Ninguno Ninguno,
Gary Francois/Serge Ramaekers/Hansbert Vanhove/Copyright Control/Gery Francois,Gary Francois/Serge Ramaekers/Hansbert Vanhove
Nguyễn Minh Anh,
Larry Kimpel,Larry Kimpel
Digital Durian & Astro,Digital Durian & Astro
Xena Aouita & Haja Hamdaouia,Xena Aouita/Haja Hamdaouia
Daniel López Rodríguez & Dora Postigo,Daniel López Rodríguez/Dora Postigo
JAYLEIN CANTRELL,JAYLEIN CANTRELL
Heather Evonne Markham,Heather Evonne Markham
Jane Taylor/Declan Flynn/Copyright Control/Wolfgang Amadeus Mozart,Wolfgang Amadeus Mozart
Pat Fish/Fire Songs,Pat Fish/Fire Songs
Aleksandar Dimitrijevic,Aleksandar Dimitrijevic
Shinichi Mitsui/Yui Ogura,Shinichi Mitsui/Yui Ogura
M.P Yadav/J.P Tiwari,M.P Yadav/J.P Tiwari
Loïc Leborgne,Loïc Leborgne
"<Unknown>/Rodriguez Loperena, Osvaldo",Rodriguez Loperena/Osvaldo
Chris Rea,Chris Rea
Ahmad Eerfan,Ahmad Eerfan
Los Ninos de Yemalla Music SESAC,
Michael Fesser,Michael Fesser
"Soulja Boy,​​Hoopstar Beats",Soulja Boy/Hoopstar Beats
حسين حمزة/رفيق حبيقة,
Eddie James,Eddie James
Mario Sandoval,Mario Sandoval
Mano Brown/Edi Rock,Mano Brown/Edi Rock
Laurent Scimeca/Cedric De Pasquale/D&P Mode Music (ASCAP)/Gervais Music Publishing (ASCAP)/Sample Pack,Laurent Scimeca/Cedric De Pasquale/ /Sample Pack
SIMON JOE (USA 1 - CNTRY)/SPEER MARC DAVID,
Adem Ciwan,Adem Ciwan
Kid Tune,
Javier San Roman,Javier San Roman
Larry Gatlin/Jerry Kennedy,Larry Gatlin/Jerry Kennedy
M.S.Bairagi/Surinder Sehaj,M.S.Bairagi/Surinder Sehaj
Mook Boy,Mook Boy
Heinrich August Marschner/W.A. Wohlbruck,Heinrich August Marschner/W.A. Wohlbruck
Melvin Schmitz/18 Karat,Melvin Schmitz/18 Karat
Kieran the Light,Kieran the Light
Joe Reisman/Henry Mancini,Joe Reisman/Henry Mancini
"Katerina Westbrook, Goldi Lux & Kennedy James",Katerina Westbrook/Goldi Lux/ Kennedy James
Peter Mynte/John Rostill,Peter Mynte/John Rostill
Пётр Ильич Чайковский,
ZydSounds,ZydSounds
Yaven Mauldin & David McDaniel,Yaven Mauldin/David McDaniel
Gesher/I Am Grime,Gesher/I Am Grime
Charles Nicholas Hayes,Charles Nicholas Hayes
"Masked Wolf,IDK,KayCyy,Sir Nolan,Tyron Hapi,Feli Ferraro",Masked Wolf/IDK/KayCyy/Sir Nolan/Tyron Hapi/Feli Ferraro
Juan Peralta,Juan Peralta
James Lightfoot/Alastair Thorpe/Jonathan Barnard/David Lightfoot,James Lightfoot/Alastair Thorpe/Jonathan Barnard/David Lightfoot
Richard Butler/Martin L. Gore,Richard Butler/Martin L. Gore
"Hainze Diaz Arroyo, Neftalí Alvarez Nuñez, Carlkos Crespo Planas & Hector E. Birriel Caraballo",Hainze Diaz Arroyo/Neftalí Alvarez Nuñez/Carlkos Crespo Planas/Hector E. Birriel Caraballo
James Hetfield/Lars Ulrich,James Hetfield/Lars Ulrich
Deshaun Leonard,Deshaun Leonard
